,txn_id,date,city,property_type,agent,listed_price,sold_price,appraised_value,days_on_market,buyer_city,buyer_txn_count,price_ratio,flag_price_flip,value_ratio,flag_undervalue,zscore_sold,flag_zscore_outlier,sold_speed,flag_volume,fraud_score
15,TXN-0016,2025-06-07,Cebu,Condo,Agent_B,7268057.6,7210221.43,6665758.68,154,Cebu,3,0.992,False,1.0817,False,0.9392,False,slow,False,0
16,TXN-0017,2025-09-30,Cebu,House & Lot,Agent_F,8703388.54,8115653.4,8294427.85,138,Cebu,3,0.9325,False,0.9784,False,0.0595,False,slow,False,0
17,TXN-0018,2025-12-20,Cebu,Townhouse,Agent_D,9963620.17,9440347.86,9840270.72,162,Cebu,1,0.9475,False,0.9594,False,1.7512,False,slow,False,0
18,TXN-0019,2025-02-02,Davao,Condo,Agent_E,5323529.13,4994886.47,4798832.35,45,Manila,2,0.9383,False,1.0409,False,0.0499,False,fast,False,0
19,TXN-0020,2025-02-06,Quezon City,House & Lot,Agent_C,11027733.34,9727955.3,10216779.96,176,Quezon City,1,0.8821,False,0.9522,False,0.5596,False,slow,False,0
20,TXN-0021,2025-08-31,Makati,House & Lot,Agent_A,4163169.77,3807875.19,4099538.74,149,Makati,1,0.9147,False,0.9289,False,-1.2767,False,slow,False,0
21,TXN-0022,2025-12-01,Taguig,Condo,Agent_A,4415727.69,3978108.72,4735137.18,93,Quezon City,1,0.9009,False,0.8401,False,-0.3583,False,average,False,0
22,TXN-0023,2025-08-05,Cebu,Townhouse,Agent_D,4373548.36,4323208.12,4323804.27,170,Taguig,3,0.9885,False,0.9999,False,-0.5946,False,slow,False,0
23,TXN-0024,2025-01-08,Manila,House & Lot,Agent_B,7876968.7,7264170.17,8451436.65,45,Manila,3,0.9222,False,0.8595,False,-0.2046,False,fast,False,0
24,TXN-0025,2025-05-16,Makati,Townhouse,Agent_D,7724436.28,7412182.1,8162197.89,154,Davao,1,0.9596,False,0.9081,False,0.8215,False,slow,False,0
25,TXN-0026,2025-01-30,Quezon City,Commercial,Agent_A,23699389.01,20347697.96,24098380.52,158,Quezon City,1,0.8586,False,0.8444,False,0.478,False,slow,False,0
26,TXN-0027,2025-01-30,Quezon City,Condo,Agent_B,2411128.0,2074038.15,2585606.48,133,Quezon City,1,0.8602,False,0.8021,False,-1.1226,False,slow,False,0
27,TXN-0028,2025-11-01,Manila,Commercial,Agent_A,15480622.88,14513871.04,15551161.01,96,Taguig,1,0.9376,False,0.9333,False,-0.4331,False,average,False,0
28,TXN-0029,2025-05-16,Makati,House & Lot,Agent_F,10746009.47,9871108.99,11668056.48,48,Quezon City,3,0.9186,False,0.846,False,0.604,False,fast,False,0
29,TXN-0030,2025-02-21,Manila,Commercial,Agent_B,17647117.35,15350671.24,17114205.59,47,Manila,1,0.8699,False,0.897,False,-0.3024,False,fast,False,0
30,TXN-0031,2025-03-22,Makati,Commercial,Agent_F,12562928.57,12532501.11,13334543.5,165,Quezon City,1,0.9976,False,0.9399,False,-0.7425,False,slow,False,0
31,TXN-0032,2025-12-06,Manila,House & Lot,Agent_C,4385144.05,3797777.67,4431822.72,99,Cebu,2,0.8661,False,0.8569,False,-1.2799,False,average,False,0
32,TXN-0033,2025-04-15,Taguig,Townhouse,Agent_E,6163988.89,6076463.17,6590664.78,53,Taguig,2,0.9858,False,0.922,False,0.2092,False,fast,False,0
33,TXN-0034,2025-01-23,Manila,Townhouse,Agent_B,7278350.33,6472588.11,7629502.94,171,Manila,1,0.8893,False,0.8484,False,0.3908,False,slow,False,0
34,TXN-0035,2025-02-27,Manila,House & Lot,Agent_E,3432337.66,3107578.1,3468394.43,140,Davao,1,0.9054,False,0.896,False,-1.494,False,slow,False,0
35,TXN-0036,2025-01-21,Davao,House & Lot,Agent_F,5994356.87,5187630.59,6330180.21,134,Davao,2,0.8654,False,0.8195,False,-0.8488,False,slow,False,0
36,TXN-0037,2025-05-02,Cebu,House & Lot,Agent_D,3297436.34,3167137.06,3186764.79,135,Cebu,2,0.9605,False,0.9938,False,-1.4755,False,slow,False,0
37,TXN-0038,2025-05-08,Davao,House & Lot,Agent_F,4297147.52,4214749.79,4605333.14,86,Makati,1,0.9808,False,0.9152,False,-1.1505,False,average,False,0
38,TXN-0039,2025-04-27,Cebu,Condo,Agent_F,3158778.73,2840497.95,3388960.79,101,Cebu,1,0.8992,False,0.8382,False,-0.8149,False,average,False,0
39,TXN-0040,2025-12-14,Quezon City,Townhouse,Agent_A,3365063.14,3350122.57,3148735.22,97,Quezon City,1,0.9956,False,1.064,False,-1.0407,False,average,False,0
40,TXN-0041,2025-06-10,Makati,Commercial,Agent_E,7891144.6,7772191.2,7402017.96,41,Makati,1,0.9849,False,1.05,False,-1.4859,False,fast,False,0
41,TXN-0042,2025-10-03,Taguig,House & Lot,Agent_C,8175568.8,8112871.78,8863577.02,110,Taguig,1,0.9923,False,0.9153,False,0.0586,False,average,False,0
42,TXN-0043,2025-06-03,Quezon City,Townhouse,Agent_F,5562946.81,5064284.58,5335594.96,62,Taguig,3,0.9104,False,0.9492,False,-0.2548,False,fast,False,0
43,TXN-0044,2025-12-13,Taguig,House & Lot,Agent_E,9829263.06,8953586.55,10485317.56,107,Makati,2,0.9109,False,0.8539,False,0.3194,False,average,False,0
44,TXN-0045,2025-11-07,Taguig,Townhouse,Agent_D,5813395.13,5530539.07,5826386.9,73,Taguig,1,0.9513,False,0.9492,False,-0.0411,False,average,False,0
45,TXN-0046,2025-12-06,Taguig,Commercial,Agent_C,7334680.0,7281869.93,6945749.2,109,Cebu,1,0.9928,False,1.0484,False,-1.5625,False,average,False,0
46,TXN-0047,2025-01-24,Cebu,Vacant Lot,Agent_E,4323819.63,3722481.1,4249831.3,177,Taguig,1,0.8609,False,0.8759,False,0.8879,False,slow,False,0
47,TXN-0048,2025-07-24,Cebu,House & Lot,Agent_F,11251468.96,11070308.76,12062566.13,57,Cebu,1,0.9839,False,0.9177,False,0.976,False,fast,False,0
48,TXN-0049,2025-12-23,Quezon City,Vacant Lot,Agent_A,3008326.07,2971084.5,2780510.71,64,Quezon City,1,0.9876,False,1.0685,False,0.2431,False,fast,False,0
49,TXN-0050,2025-10-14,Quezon City,Townhouse,Agent_D,7094892.42,6796134.26,7101672.53,170,Quezon City,1,0.9579,False,0.957,False,0.5391,False,slow,False,0
50,TXN-0051,2025-09-01,Makati,Townhouse,Agent_B,8798971.66,7845134.12,9287622.26,154,Makati,1,0.8916,False,0.8447,False,1.02,False,slow,False,0
51,TXN-0052,2025-02-09,Taguig,Townhouse,Agent_B,4537863.3,4074803.55,4574304.36,65,Makati,1,0.898,False,0.8908,False,-0.7084,False,fast,False,0
52,TXN-0053,2025-12-28,Cebu,Condo,Agent_D,4445596.22,4140591.29,4370709.47,82,Cebu,1,0.9314,False,0.9473,False,-0.2931,False,average,False,0
53,TXN-0054,2025-10-27,Taguig,Condo,Agent_E,4282286.17,3643730.55,4155323.92,129,Taguig,3,0.8509,False,0.8769,False,-0.4925,False,slow,False,0
54,TXN-0055,2025-08-03,Quezon City,Commercial,Agent_E,27445283.68,25338430.6,26198912.72,154,Davao,1,0.9232,False,0.9672,False,1.2574,False,slow,False,0
55,TXN-0056,2025-07-27,Taguig,House & Lot,Agent_D,14034499.45,13993915.84,14130281.06,130,Taguig,1,0.9971,False,0.9903,False,1.8829,False,slow,False,0
56,TXN-0057,2025-02-12,Taguig,Vacant Lot,Agent_B,4400831.1,3860670.25,4189728.79,113,Davao,1,0.8773,False,0.9215,False,1.0064,False,slow,False,0
57,TXN-0058,2025-07-14,Davao,Vacant Lot,Agent_C,4257099.12,3918855.67,4469123.31,43,Davao,1,0.9205,False,0.8769,False,1.0563,False,fast,False,0
58,TXN-0059,2025-11-29,Manila,Condo,Agent_A,7697670.4,6773211.76,6959279.09,69,Makati,1,0.8799,False,0.9733,False,0.7637,False,fast,False,0
59,TXN-0060,2025-10-16,Cebu,Vacant Lot,Agent_F,1653096.63,1496605.04,1688106.8,59,Cebu,1,0.9053,False,0.8866,False,-1.022,False,fast,False,0
60,TXN-0061,2025-06-09,Manila,Commercial,Agent_A,28222179.21,26426388.1,30525256.64,126,Manila,2,0.9364,False,0.8657,False,1.4273,False,slow,False,0
61,TXN-0062,2025-02-08,Quezon City,House & Lot,Agent_A,11366316.03,10175551.24,11785185.32,60,Quezon City,1,0.8952,False,0.8634,False,0.6984,False,fast,False,0
62,TXN-0063,2025-01-22,Davao,Commercial,Agent_D,21538033.52,18530107.37,22173591.83,33,Davao,2,0.8603,False,0.8357,False,0.1941,False,fast,False,0
63,TXN-0064,2025-02-24,Makati,Townhouse,Agent_F,9186812.61,8442321.6,8549231.55,75,Makati,3,0.919,False,0.9875,False,1.2937,False,average,False,0
64,TXN-0065,2025-05-19,Quezon City,Commercial,Agent_D,16621844.29,16187352.43,16929264.03,112,Quezon City,2,0.9739,False,0.9562,False,-0.1717,False,slow,False,0
65,TXN-0066,2025-02-14,Davao,Vacant Lot,Agent_B,3877143.27,3626980.09,4007561.43,116,Davao,1,0.9355,False,0.905,False,0.8059,False,slow,False,0
66,TXN-0067,2025-04-19,Davao,Townhouse,Agent_C,4597438.66,4318940.77,4946942.7,172,Cebu,1,0.9394,False,0.8731,False,-0.5965,False,slow,False,0
67,TXN-0068,2025-07-28,Makati,Commercial,Agent_B,22265233.49,21082625.3,22224360.47,34,Cebu,1,0.9469,False,0.9486,False,0.5928,False,fast,False,0
68,TXN-0069,2025-05-05,Davao,Commercial,Agent_C,16831512.22,15647218.23,16580735.52,170,Davao,2,0.9296,False,0.9437,False,-0.2561,False,slow,False,0
69,TXN-0070,2025-05-19,Davao,Townhouse,Agent_B,3404919.14,2992541.36,3145842.07,167,Davao,1,0.8789,False,0.9513,False,-1.2046,False,slow,False,0
70,TXN-0071,2025-04-09,Cebu,Vacant Lot,Agent_C,3760632.5,3747436.64,3779162.54,102,Cebu,2,0.9965,False,0.9916,False,0.9093,False,average,False,0
71,TXN-0072,2025-06-01,Cebu,Townhouse,Agent_B,4767006.92,4558225.24,4410990.6,41,Cebu,1,0.9562,False,1.0334,False,-0.4868,False,fast,False,0
72,TXN-0073,2025-12-24,Cebu,Vacant Lot,Agent_A,4427238.81,4144380.9,4400141.4,142,Cebu,3,0.9361,False,0.9419,False,1.2499,False,slow,False,0
73,TXN-0074,2025-05-10,Makati,Condo,Agent_A,4404244.65,3792549.35,4518266.76,43,Quezon City,3,0.8611,False,0.8394,False,-0.4328,False,fast,False,0
74,TXN-0075,2025-02-13,Cebu,Condo,Agent_E,6586660.67,6197702.86,6969662.91,87,Cebu,1,0.9409,False,0.8892,False,0.5327,False,average,False,0
75,TXN-0076,2025-08-15,Davao,Commercial,Agent_D,12634506.11,11916286.22,12911532.6,55,Davao,1,0.9432,False,0.9229,False,-0.8387,False,fast,False,0
76,TXN-0077,2025-04-19,Davao,Condo,Agent_B,3439191.07,3208073.43,3202941.08,134,Davao,1,0.9328,False,1.0016,False,-0.6674,False,slow,False,0
77,TXN-0078,2025-05-30,Manila,House & Lot,Agent_C,11483469.96,10971859.94,11377893.98,89,Manila,2,0.9554,False,0.9643,False,0.9454,False,average,False,0
78,TXN-0079,2025-11-17,Quezon City,House & Lot,Agent_D,4377315.63,3868327.57,4070018.79,98,Quezon City,1,0.8837,False,0.9504,False,-1.258,False,average,False,0
79,TXN-0080,2025-03-26,Davao,Commercial,Agent_F,25606007.53,25303315.83,25294400.08,149,Davao,1,0.9882,False,1.0004,False,1.2519,False,slow,False,0
80,TXN-0081,2025-05-20,Quezon City,Commercial,Agent_D,15943971.59,14982637.78,17185761.09,112,Quezon City,1,0.9397,False,0.8718,False,-0.3599,False,slow,False,0
81,TXN-0082,2025-04-28,Taguig,Commercial,Agent_E,28769656.95,28767811.74,29760953.37,98,Taguig,2,0.9999,False,0.9666,False,1.793,False,average,False,0
82,TXN-0083,2025-03-31,Makati,Commercial,Agent_F,16055735.11,14317276.08,17651500.09,141,Makati,1,0.8917,False,0.8111,False,-0.4638,False,slow,False,0
83,TXN-0084,2025-02-16,Makati,Townhouse,Agent_D,4999812.95,4752422.34,5357532.66,114,Makati,1,0.9505,False,0.8871,False,-0.3978,False,slow,False,0
84,TXN-0085,2025-12-06,Makati,Commercial,Agent_A,16370647.72,14687378.0,15792023.2,133,Makati,2,0.8972,False,0.9301,False,-0.406,False,slow,False,0
85,TXN-0086,2025-01-01,Taguig,Commercial,Agent_D,15331189.27,13462890.4,14907371.91,157,Taguig,2,0.8781,False,0.9031,False,-0.5972,False,slow,False,0
86,TXN-0087,2025-04-15,Davao,Commercial,Agent_B,28191819.02,25815739.62,29309624.81,61,Taguig,1,0.9157,False,0.8808,False,1.3319,False,fast,False,0
87,TXN-0088,2025-05-03,Taguig,House & Lot,Agent_C,9610068.08,8964633.91,8828210.63,59,Taguig,1,0.9328,False,1.0155,False,0.3228,False,fast,False,0
88,TXN-0089,2025-03-20,Makati,Townhouse,Agent_E,7790587.22,7107536.2,7763319.51,150,Quezon City,1,0.9123,False,0.9155,False,0.6818,False,slow,False,0
89,TXN-0090,2025-04-08,Quezon City,Commercial,Agent_F,26983156.38,26432809.01,25775646.12,136,Quezon City,2,0.9796,False,1.0255,False,1.4283,False,slow,False,0
90,TXN-0091,2025-05-17,Manila,Townhouse,Agent_F,4739168.87,4445533.09,5212045.35,155,Manila,1,0.938,False,0.8529,False,-0.5385,False,slow,False,0
91,TXN-0092,2025-09-05,Davao,Townhouse,Agent_E,8221545.08,7453500.74,8933287.95,78,Davao,1,0.9066,False,0.8344,False,0.8404,False,average,False,0
92,TXN-0093,2025-07-16,Cebu,Vacant Lot,Agent_A,1931793.47,1779078.31,2091525.81,127,Cebu,1,0.9209,False,0.8506,False,-0.7796,False,slow,False,0
93,TXN-0094,2025-11-30,Cebu,Vacant Lot,Agent_A,1068108.21,1062557.29,1032218.64,55,Cebu,1,0.9948,False,1.0294,False,-1.3944,False,fast,False,0
94,TXN-0095,2025-09-27,Makati,Condo,Agent_F,2864932.5,2809467.25,3134211.4,49,Makati,3,0.9806,False,0.8964,False,-0.8274,False,fast,False,0
95,TXN-0096,2025-06-23,Quezon City,Vacant Lot,Agent_F,861418.94,774660.99,891457.91,166,Quezon City,1,0.8993,False,0.869,False,-1.6414,False,slow,False,0
96,TXN-0097,2025-09-07,Quezon City,Condo,Agent_E,2410524.48,2277160.17,2613456.46,88,Quezon City,1,0.9447,False,0.8713,False,-1.0411,False,average,False,0
97,TXN-0098,2025-02-20,Taguig,Condo,Agent_D,2998188.72,2683138.79,2715727.71,113,Taguig,1,0.8949,False,0.988,False,-0.8781,False,slow,False,0
98,TXN-0099,2025-07-11,Makati,House & Lot,Agent_B,9373995.82,8763647.54,9922411.09,73,Quezon City,2,0.9349,False,0.8832,False,0.2605,False,average,False,0
99,TXN-0100,2025-11-14,Taguig,House & Lot,Agent_D,13953948.19,12160414.55,13845525.77,95,Taguig,1,0.8715,False,0.8783,False,1.3141,False,average,False,0
100,TXN-0101,2025-08-27,Davao,Commercial,Agent_B,6846547.51,6790305.49,7514293.61,106,Davao,1,0.9918,False,0.9037,False,-1.6392,False,average,False,0
101,TXN-0102,2025-05-09,Makati,Townhouse,Agent_B,9995301.74,9775408.29,9208977.88,127,Makati,1,0.978,False,1.0615,False,1.9048,False,slow,False,0
102,TXN-0103,2025-12-25,Davao,Condo,Agent_F,4374834.45,3723923.37,4694256.34,42,Davao,2,0.8512,False,0.7933,False,-0.4603,False,fast,False,0
103,TXN-0104,2025-05-27,Cebu,Commercial,Agent_C,10475113.47,9202594.57,9952670.96,65,Cebu,3,0.8785,False,0.9246,False,-1.2625,False,fast,False,0
104,TXN-0105,2025-11-27,Manila,Townhouse,Agent_D,2750233.98,2488216.95,2547493.23,105,Manila,1,0.9047,False,0.9767,False,-1.4358,False,average,False,0
105,TXN-0106,2025-04-13,Cebu,Commercial,Agent_C,18271309.34,18034203.4,19478942.83,95,Cebu,3,0.987,False,0.9258,False,0.1167,False,average,False,0
106,TXN-0107,2025-06-01,Taguig,Townhouse,Agent_A,6012485.42,5178523.05,6318101.85,87,Taguig,2,0.8613,False,0.8196,False,-0.2025,False,average,False,0
107,TXN-0108,2025-07-23,Quezon City,Townhouse,Agent_A,8430114.76,7183197.92,8491776.51,146,Quezon City,2,0.8521,False,0.8459,False,0.7165,False,slow,False,0
108,TXN-0109,2025-05-15,Quezon City,Vacant Lot,Agent_F,4731313.51,4098509.39,4479439.1,36,Quezon City,3,0.8663,False,0.915,False,1.2105,False,fast,False,0
109,TXN-0110,2025-06-17,Quezon City,House & Lot,Agent_F,3758604.49,3659295.78,4066349.73,107,Quezon City,1,0.9736,False,0.8999,False,-1.3228,False,average,False,0
110,TXN-0111,2025-01-24,Manila,Townhouse,Agent_D,3370903.61,2983991.31,3396216.81,129,Manila,1,0.8852,False,0.8786,False,-1.2085,False,slow,False,0
111,TXN-0112,2025-12-23,Quezon City,Vacant Lot,Agent_E,3840210.57,3353189.06,3774838.3,55,Quezon City,1,0.8732,False,0.8883,False,0.571,False,fast,False,0
112,TXN-0113,2025-05-24,Manila,Townhouse,Agent_B,5825373.15,5782167.96,6239499.15,55,Manila,1,0.9926,False,0.9267,False,0.0742,False,fast,False,0
113,TXN-0114,2025-11-27,Davao,Condo,Agent_D,3655288.65,3637856.69,3983541.46,146,Cebu,1,0.9952,False,0.9132,False,-0.4949,False,slow,False,0
114,TXN-0115,2025-11-02,Manila,Condo,Agent_C,3461413.38,3007582.57,3506119.59,47,Manila,1,0.8689,False,0.8578,False,-0.7479,False,fast,False,0
115,TXN-0116,2025-10-28,Cebu,House & Lot,Agent_C,12292422.93,11902710.88,12528392.3,100,Cebu,1,0.9683,False,0.9501,False,1.2342,False,average,False,0
116,TXN-0117,2025-03-08,Quezon City,Townhouse,Agent_B,3324447.61,3257849.56,3079637.44,121,Quezon City,1,0.98,False,1.0579,False,-1.083,False,slow,False,0
117,TXN-0118,2025-06-15,Manila,House & Lot,Agent_C,3628788.21,3488200.64,3647719.98,46,Manila,2,0.9613,False,0.9563,False,-1.3759,False,fast,False,0
118,TXN-0119,2025-09-20,Quezon City,Condo,Agent_D,5023032.14,4981905.29,4564293.72,163,Quezon City,1,0.9918,False,1.0915,False,0.0447,False,slow,False,0
119,TXN-0120,2025-01-16,Manila,Vacant Lot,Agent_D,2418231.29,2094658.1,2520958.39,143,Manila,1,0.8662,False,0.8309,False,-0.5088,False,slow,False,0
120,TXN-0121,2025-03-17,Manila,House & Lot,Agent_C,10491809.93,9839268.7,10936983.29,127,Manila,1,0.9378,False,0.8996,False,0.5941,False,slow,False,0
121,TXN-0122,2025-08-21,Quezon City,Commercial,Agent_D,7479461.54,7144882.13,8007201.48,171,Quezon City,1,0.9553,False,0.8923,False,-1.5839,False,slow,False,0
122,TXN-0123,2025-08-20,Cebu,Vacant Lot,Agent_C,4223386.51,3842477.29,4417334.98,110,Cebu,1,0.9098,False,0.8699,False,0.9908,False,average,False,0
123,TXN-0124,2025-07-11,Cebu,Vacant Lot,Agent_A,910511.55,785593.6,898106.11,125,Cebu,1,0.8628,False,0.8747,False,-1.632,False,slow,False,0
124,TXN-0125,2025-10-28,Quezon City,Commercial,Agent_C,21750331.62,19828065.48,23375548.47,138,Quezon City,2,0.9116,False,0.8482,False,0.3968,False,slow,False,0
125,TXN-0126,2025-05-28,Quezon City,Townhouse,Agent_C,3277004.24,3034872.56,3050714.1,153,Manila,1,0.9261,False,0.9948,False,-1.1852,False,slow,False,0
126,TXN-0127,2025-10-12,Davao,Condo,Agent_C,5444600.03,5287159.65,5820446.39,172,Taguig,2,0.9711,False,0.9084,False,0.1672,False,slow,False,0
127,TXN-0128,2025-05-17,Manila,House & Lot,Agent_C,11432385.27,10247392.28,11066148.02,31,Cebu,1,0.8963,False,0.926,False,0.7207,False,fast,False,0
128,TXN-0129,2025-07-25,Manila,House & Lot,Agent_F,10598064.15,9057090.41,11119725.8,85,Manila,1,0.8546,False,0.8145,False,0.3515,False,average,False,0
129,TXN-0130,2025-03-22,Davao,Townhouse,Agent_F,4932871.69,4889517.24,5027803.59,43,Quezon City,1,0.9912,False,0.9725,False,-0.335,False,fast,False,0
130,TXN-0131,2025-02-11,Davao,Vacant Lot,Agent_F,2408066.48,2266138.42,2366736.23,85,Davao,1,0.9411,False,0.9575,False,-0.3617,False,average,False,0
131,TXN-0132,2025-08-09,Manila,Townhouse,Agent_F,7588646.91,7004282.49,7842308.91,41,Quezon City,1,0.923,False,0.8931,False,0.6345,False,fast,False,0
132,TXN-0133,2025-04-15,Davao,House & Lot,Agent_B,12169930.75,10872823.87,11244977.91,157,Davao,1,0.8934,False,0.9669,False,0.9147,False,slow,False,0
133,TXN-0134,2025-07-14,Quezon City,House & Lot,Agent_E,9704682.81,9221459.73,9421630.54,131,Quezon City,1,0.9502,False,0.9788,False,0.4025,False,slow,False,0
134,TXN-0135,2025-01-10,Makati,Condo,Agent_C,5454554.96,5105517.73,5683099.68,136,Makati,1,0.936,False,0.8984,False,0.0943,False,slow,False,0
135,TXN-0136,2025-06-16,Cebu,Commercial,Agent_D,25800647.83,25490148.97,23675344.65,57,Quezon City,1,0.988,False,1.0767,False,1.2811,False,fast,False,0
136,TXN-0137,2025-02-10,Makati,Townhouse,Agent_F,5046349.61,4541514.28,4711405.93,160,Makati,1,0.9,False,0.9639,False,-0.4945,False,slow,False,0
137,TXN-0138,2025-04-10,Davao,Townhouse,Agent_F,9686675.12,9171503.31,9004132.3,56,Cebu,1,0.9468,False,1.0186,False,1.628,False,fast,False,0
138,TXN-0139,2025-03-20,Taguig,Condo,Agent_B,7707752.84,7277601.0,7652184.67,174,Taguig,1,0.9442,False,0.951,False,0.9662,False,slow,False,0
139,TXN-0140,2025-10-17,Taguig,Commercial,Agent_C,26606171.87,25118424.21,24748834.4,47,Taguig,1,0.9441,False,1.0149,False,1.223,False,fast,False,0
140,TXN-0141,2025-05-21,Quezon City,Condo,Agent_C,5044021.31,4522273.69,4995511.81,44,Quezon City,1,0.8966,False,0.9053,False,-0.1398,False,fast,False,0
141,TXN-0142,2025-11-27,Manila,Commercial,Agent_E,17676695.43,16252073.08,17868722.22,40,Manila,2,0.9194,False,0.9095,False,-0.1616,False,fast,False,0
142,TXN-0143,2025-11-30,Cebu,Townhouse,Agent_E,6067217.71,5294431.1,5535576.18,56,Cebu,2,0.8726,False,0.9564,False,-0.1493,False,fast,False,0
143,TXN-0144,2025-02-13,Quezon City,House & Lot,Agent_A,5972924.68,5469190.56,5900558.86,163,Quezon City,1,0.9157,False,0.9269,False,-0.7614,False,slow,False,0
144,TXN-0145,2025-05-25,Makati,Vacant Lot,Agent_C,3555039.74,3049708.0,3648101.13,115,Manila,1,0.8579,False,0.836,False,0.3106,False,slow,False,0
145,TXN-0146,2025-07-17,Davao,Townhouse,Agent_F,8886746.95,8839305.09,9069282.18,68,Davao,1,0.9947,False,0.9746,False,1.4757,False,fast,False,0
146,TXN-0147,2025-03-14,Davao,Townhouse,Agent_F,7738599.72,7032790.65,7885696.92,51,Davao,1,0.9088,False,0.8918,False,0.6476,False,fast,False,0
147,TXN-0148,2025-06-18,Cebu,Commercial,Agent_A,21150620.52,19321323.55,20566136.22,122,Cebu,3,0.9135,False,0.9395,False,0.3177,False,slow,False,0
148,TXN-0149,2025-06-24,Makati,House & Lot,Agent_B,14999719.45,13098381.65,14387107.21,55,Makati,1,0.8732,False,0.9104,False,1.6051,False,fast,False,0
149,TXN-0150,2025-09-27,Manila,Townhouse,Agent_E,3482867.81,3157247.47,3247598.15,72,Manila,1,0.9065,False,0.9722,False,-1.1291,False,average,False,0
150,TXN-0151,2025-07-06,Taguig,House & Lot,Agent_D,10327145.07,9943581.22,10913314.57,89,Taguig,1,0.9629,False,0.9111,False,0.6265,False,average,False,0
151,TXN-0152,2025-08-29,Cebu,Townhouse,Agent_F,9603476.28,9581061.47,9529875.2,102,Cebu,1,0.9977,False,1.0054,False,1.8158,False,average,False,0
152,TXN-0153,2025-08-03,Cebu,House & Lot,Agent_E,4660782.42,4136446.64,4792383.37,125,Cebu,1,0.8875,False,0.8631,False,-1.1748,False,slow,False,0
153,TXN-0154,2025-09-22,Manila,Townhouse,Agent_A,8223376.23,7326359.62,8889973.32,67,Manila,1,0.8909,False,0.8241,False,0.7821,False,fast,False,0
154,TXN-0155,2025-04-24,Makati,Townhouse,Agent_A,5611726.79,5103686.47,5470268.05,128,Makati,1,0.9095,False,0.933,False,-0.2368,False,slow,False,0
155,TXN-0156,2025-01-15,Davao,Condo,Agent_F,5899764.11,5715143.36,5472148.72,103,Davao,1,0.9687,False,1.0444,False,0.339,False,average,False,0
156,TXN-0157,2025-03-13,Taguig,Vacant Lot,Agent_D,3269067.16,3222903.43,2954585.44,85,Taguig,1,0.9859,False,1.0908,False,0.4592,False,average,False,0
